gender,dept,gt,it,wk,l1,category_zh,n_total,n_designs,n_clients,confidence,top_iso,top_iso_pct,top_method_en,top_method_pct,ie_avg_sec,iso_count,method_count,top_machine,top_skill,top_section
MEN,ACTIVE,BOTTOM,PANTS,WOVEN,OT,其它,26,16,4,medium,301,64.5,Lockstitch,44.4,0.062,8,13,手工-含做記號、翻修等工段,E,(NEW)後幅斯剪接條修片
MEN,RTW,BOTTOM,PANTS,WOVEN,FP,袋蓋,26,10,2,medium,301,96.2,Lockstitch,53.8,0.072,3,7,平車-細針距,B,反縫袋蓋暗線(一片式)
BABY,ACTIVE,BOTTOM,PANTS,KNIT,LO,褲口,26,12,5,medium,514,49.0,4-thread Overlock,28.2,0.054,4,8,手工-含做記號、翻修等工段,E,壓褲口
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,DC,繩類,25,20,5,medium,301,100.0,Marking,41.6,0.053,1,4,手工-含做記號、翻修等工段,E,繩固定大身
GIRL,RTW,BOTTOM,PANTS,WOVEN,WB,腰頭,25,7,2,medium,301,59.2,Lockstitch,33.7,0.064,3,6,手工-含做記號、翻修等工段,E,做鬆緊帶記號
GIRL,ACTIVE,BOTTOM,SHORTS,WOVEN,WB,腰頭,25,7,1,low,301,64.5,Lockstitch,36.1,0.051,4,7,手工-含做記號、翻修等工段,E,做鬆緊帶記號
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,PS,褲合身,25,3,2,medium,514,76.9,4-thread Overlock,69.0,0.039,2,5,四線拷克,B,合前襠
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,LO,褲口,25,12,2,medium,514,38.1,4-thread Overlock,27.8,0.168,5,9,平車-細針距,B,壓褲口
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,QT,行縫(固定棉),25,9,2,medium,301,96.0,Lockstitch,92.3,0.095,2,3,平車-粗針距,C,裁片四周固定
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,PK,口袋,24,6,1,low,301,57.1,Lockstitch,25.0,0.062,3,7,手工-含做記號、翻修等工段,B,做口袋記號
BABY,ACTIVE,BOTTOM,PANTS,KNIT,LB,商標,24,12,5,medium,301,100.0,Marking,48.7,0.027,1,4,手工-含做記號、翻修等工段,E,做記號
WOMEN,RTW,BOTTOM,PANTS,KNIT,OT,其它,23,11,3,medium,301,39.1,Marking,45.5,0.006,3,6,手工-含做記號、翻修等工段,E,鎖占比
MEN,RTW,BOTTOM,PANTS,WOVEN,FY,前立,23,16,4,medium,301,67.1,Lockstitch,56.0,0.103,4,7,平車-細針距,C,壓前立J型
BOY,ACTIVE,BOTTOM,PANTS,KNIT,DC,繩類,23,16,5,medium,301,96.1,Lockstitch,39.8,0.062,2,4,平車-細針距,C,繩固定大身
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,SB,剪接線_下身類,22,11,3,medium,301,37.8,Marking,57.4,0.051,5,6,手工-含做記號、翻修等工段,B,大身做壓線記號
WOMEN,RTW,BOTTOM,PANTS,KNIT,BS,釦鎖,22,18,5,medium,,,Buttonhole,52.0,0.022,0,5,鎖眼車-一般,C,燙襯
MEN,RTW,BOTTOM,PANTS,WOVEN,LP,帶絆,22,16,5,medium,301,90.6,Lockstitch,42.5,0.095,5,9,平車-細針距,E,做大身記號
WOMEN,FLEECE,BOTTOM,PANTS,KNIT,LO,褲口,22,8,1,low,406,42.9,Marking,35.2,0.066,3,6,手工-含做記號、翻修等工段,E,修褲口
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,PD,褶,22,13,2,medium,301,100.0,Lockstitch,65.6,0.035,1,2,平車-細針距,B,抽褶_2倍
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,LO,褲口,22,8,1,low,514,55.0,4-thread Overlock,36.7,0.065,4,8,平車-細針距,C,拷褲口
GIRL,RTW,BOTTOM,PANTS,WOVEN,OT,其它,22,6,2,medium,301,100.0,Marking,44.8,0.028,1,4,手工-含做記號、翻修等工段,C,褲口游線
MEN,RTW,BOTTOM,PANTS,WOVEN,BN,貼合,21,6,4,medium,,,Marking,36.2,0.109,0,5,大型熱轉印機(大於或等於30cmX90cm),D,熱轉印
WOMEN,RTW,BOTTOM,PANTS,WOVEN,LP,帶絆,21,21,3,medium,301,100.0,Marking,65.6,0.017,1,2,手工-含做記號、翻修等工段,E,剪+量
MEN,ACTIVE,BOTTOM,PANTS,KNIT,BP,襬叉,21,10,4,medium,301,61.4,Lockstitch,30.2,0.126,3,7,平車-細針距,E,做大身記號
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,BP,襬叉,21,9,1,low,301,42.9,Lockstitch,25.9,0.041,4,7,平車-細針距,B,拷叉縫(兩邊)
BOY,RTW,BOTTOM,PANTS,WOVEN,FY,前立,21,21,3,medium,301,41.4,Lockstitch,28.7,0.057,4,7,平車-細針距,B,壓前立J型
BABY,ACTIVE,BOTTOM,SHORTS,WOVEN,PS,褲合身,21,5,1,low,514,57.1,4-thread Overlock,54.1,0.023,2,3,四線拷克,B,合內長
GIRL,RTW,BOTTOM,PANTS,KNIT,PK,口袋,21,4,1,low,301,54.1,Lockstitch,26.6,0.051,2,7,平車-細針距,B,固定袋布
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,LI,裡布,20,10,2,medium,301,70.0,Marking,60.0,0.049,2,4,手工-含做記號、翻修等工段,E,做記號
GIRL,ACTIVE,BOTTOM,SHORTS,WOVEN,LB,商標,20,7,1,low,301,100.0,Marking,49.3,0.022,1,4,手工-含做記號、翻修等工段,E,壓熱轉印
MEN,FLEECE,BOTTOM,PANTS,KNIT,WB,腰頭,20,5,2,medium,301,53.2,Lockstitch,29.4,0.097,3,5,手工-含做記號、翻修等工段,E,剪+量鬆緊帶_1條
BOY,ACTIVE,BOTTOM,PANTS,KNIT,BS,釦鎖,20,16,5,medium,,,Buttonhole,76.0,0.021,0,3,鎖眼車-一般,C,燙襯
BOY,RTW,BOTTOM,SHORTS,WOVEN,PK,口袋,20,2,1,low,301,79.2,Lockstitch,29.7,0.062,3,7,平車-細針距,B,打結(四個)
BABY,ACTIVE,BOTTOM,SHORTS,WOVEN,WB,腰頭,20,5,1,low,301,71.1,Lockstitch,40.3,0.052,4,6,平車-細針距,E,剪+量鬆緊帶_1條
WOMEN,ACTIVE,BOTTOM,PANTS,WOVEN,BM,下襬,19,9,3,medium,301,50.0,Lockstitch,38.8,0.232,8,11,平車-細針距,B,做前片記號
WOMEN,RTW,BOTTOM,PANTS,KNIT,DC,繩類,19,17,5,medium,301,97.1,Marking,35.4,0.066,2,5,手工-含做記號、翻修等工段,E,繩固定大身
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,BS,釦鎖,19,17,6,medium,,,Buttonhole,54.9,0.028,0,5,燙工-手燙,C,燙襯
WOMEN,ACTIVE,BOTTOM,PANTS,WOVEN,LP,帶絆,19,19,2,medium,301,100.0,Marking,62.7,0.02,1,2,手工-含做記號、翻修等工段,E,剪+量
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,BP,襬叉,18,10,2,medium,301,43.8,Bartack,37.5,0.035,3,5,平車-細針距,B,記號
MEN,RTW,BOTTOM,PANTS,WOVEN,OT,其它,18,10,3,medium,301,86.2,Marking,46.5,0.028,5,9,手工-含做記號、翻修等工段,E,剪+量魔鬼氈(方角)
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,BS,釦鎖,17,12,3,medium,,,Buttonhole,63.1,0.024,0,4,鎖眼車-一般,C,鬆緊帶鎖眼(含記號)
WOMEN,RTW,BOTTOM,PANTS,WOVEN,BP,襬叉,17,9,4,medium,514,43.8,Bartack,33.3,0.039,3,5,平車-細針距,B,記號
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,PD,褶,17,8,4,medium,301,80.6,Lockstitch,39.7,0.055,3,6,平車-細針距,B,燙褶
MEN,ACTIVE,BOTTOM,PANTS,KNIT,ZP,拉鍊,17,15,4,medium,301,100.0,Pressing,78.0,0.017,1,4,燙工-手燙,D,拉鍊燙拔(兩條)
WOMEN,RTW,BOTTOM,PANTS,WOVEN,SB,剪接線_下身類,17,8,4,medium,514,55.6,4-thread Overlock,48.4,0.046,4,5,四線拷克,B,合直向剪接
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,ST,肩帶,17,7,1,low,301,42.1,Marking,32.3,0.029,3,5,手工-含做記號、翻修等工段,E,滾肩帶
GIRL,RTW,BOTTOM,PANTS,KNIT,WB,腰頭,17,6,1,low,514,46.2,Marking,31.0,0.049,4,5,手工-含做記號、翻修等工段,E,拉開鬆緊帶
GIRL,RTW,BOTTOM,PANTS,KNIT,LO,褲口,17,6,1,low,514,39.1,4-thread Overlock,22.0,0.041,3,6,平車-細針距,C,修褲口
GIRL,RTW,BOTTOM,PANTS,KNIT,OT,其它,17,6,1,low,301,100.0,Marking,81.0,0.028,1,2,手工-含做記號、翻修等工段,-,其它
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,LI,裡布,16,8,3,medium,301,62.5,Marking,42.9,0.037,2,4,手工-含做記號、翻修等工段,E,短褲翻修(內裡短褲)
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,PS,褲合身,16,2,1,low,514,55.9,4-thread Overlock,39.6,0.034,4,7,四線拷克,B,拷後外長單裁片縫份
WOMEN,FLEECE,BOTTOM,PANTS,KNIT,LB,商標,16,8,1,low,301,100.0,Marking,55.4,0.018,1,4,平車-細針距,C,做記號
WOMEN,ACTIVE,BOTTOM,PANTS,WOVEN,ZP,拉鍊,16,16,4,medium,301,100.0,Pressing,55.6,0.02,1,5,燙工-手燙,D,拉鍊燙拔(一條)
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,LB,商標,16,8,1,low,301,100.0,Marking,55.2,0.019,1,2,平車-細針距,C,做記號
BOY,RTW,BOTTOM,SHORTS,WOVEN,PS,褲合身,16,2,1,low,514,42.9,4-thread Overlock,26.1,0.019,3,6,雙針車-一般,B,壓前襠明線
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,LI,裡布,16,6,2,medium,301,90.9,Marking,47.1,0.038,2,4,手工-含做記號、翻修等工段,E,腰頭固雙
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,LI,裡布,16,8,1,low,401,87.5,Marking,60.0,0.049,2,4,手工-含做記號、翻修等工段,E,做記號
GIRL,RTW,BOTTOM,PANTS,WOVEN,LO,褲口,15,7,2,medium,301,59.1,Lockstitch,36.1,0.058,4,7,平車-細針距,C,修褲口
GIRL,RTW,BOTTOM,PANTS,WOVEN,LB,商標,15,7,2,medium,301,100.0,Marking,51.9,0.024,1,4,平車-細針距,C,做記號
GIRL,ACTIVE,BOTTOM,SHORTS,WOVEN,LO,褲口,15,7,1,low,514,40.9,4-thread Overlock,32.2,0.148,6,8,平車-細針距,B,壓褲口
GIRL,ACTIVE,BOTTOM,SHORTS,WOVEN,LI,裡布,15,7,1,low,301,100.0,Marking,54.3,0.04,1,3,手工-含做記號、翻修等工段,E,短褲翻修(內裡短褲)
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,WB,腰頭,15,7,1,low,514,57.6,Marking,33.3,0.065,3,6,手工-含做記號、翻修等工段,E,做鬆緊帶記號
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,DC,繩類,14,14,3,medium,301,100.0,Marking,43.5,0.049,1,3,手工-含做記號、翻修等工段,E,穿扁繩(隧道寬>繩子寬)
MEN,ACTIVE,BOTTOM,PANTS,WOVEN,LP,帶絆,14,13,3,medium,301,100.0,Marking,59.5,0.024,1,3,手工-含做記號、翻修等工段,E,剪+量
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,PK,口袋,14,2,1,low,301,58.8,Lockstitch,37.0,0.041,3,6,平車-細針距,B,拷袋布
MEN,ACTIVE,BOTTOM,PANTS,KNIT,PD,褶,14,10,2,medium,301,100.0,Lockstitch,44.4,0.035,1,3,平車-細針距,B,燙褶
WOMEN,ACTIVE,BOTTOM,PANTS,WOVEN,DP,裝飾片,14,14,1,low,301,97.6,Pressing,40.8,0.099,2,5,燙工-手燙,E,三角片固雙
WOMEN,ACTIVE,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,14,8,4,medium,514,72.2,4-thread Overlock,65.0,0.031,4,5,六線拷克,B,合直向剪接
MEN,RTW,BOTTOM,PANTS,WOVEN,BP,襬叉,14,7,4,medium,301,55.6,Bartack,32.0,0.046,3,5,平車-細針距,B,記號
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,LB,商標,14,7,1,low,301,100.0,Marking,47.5,0.019,1,4,手工-含做記號、翻修等工段,E,做記號
MEN,RTW,BOTTOM,PANTS,KNIT,DC,繩類,13,10,5,medium,301,100.0,Bartack,40.4,0.048,1,3,手工-含做記號、翻修等工段,E,繩固定大身
GIRL,RTW,BOTTOM,PANTS,WOVEN,PK,口袋,13,2,1,low,301,60.0,Pressing,36.4,0.044,4,7,平車-細針距,C,燙大身襯
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,WB,腰頭,13,3,2,medium,301,50.0,Marking,30.6,0.082,4,6,手工-含做記號、翻修等工段,E,做鬆緊帶記號
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,13,5,1,low,301,62.5,Marking,42.9,0.071,2,4,手工-含做記號、翻修等工段,B,剪+量鬆緊帶
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,LO,褲口,13,7,1,low,301,39.4,Marking,25.8,0.14,4,8,手工-含做記號、翻修等工段,E,壓褲口
MEN,FLEECE,BOTTOM,PANTS,KNIT,FP,袋蓋,13,4,1,low,301,80.0,Lockstitch,37.2,0.04,2,6,平車-細針距,B,燙袋蓋表襯
GIRL,RTW,BOTTOM,PANTS,KNIT,LB,商標,13,6,1,low,301,100.0,Marking,57.8,0.023,1,2,平車-細針距,C,做記號
WOMEN,RTW,BOTTOM,PANTS,KNIT,SA,剪接線_上身類,12,4,1,low,406,66.7,Coverstitch,40.0,0.014,2,4,筒型三本車-三針五線,B,壓直向剪接明線
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,OT,其它,12,5,2,medium,301,56.0,Lockstitch,26.7,0.022,4,7,帶刀平車-不帶線,C,其它
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,PK,口袋,12,3,1,low,301,51.4,Lockstitch,35.2,0.082,3,6,平車-細針距,B,拷袋貼(二片)
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,FP,袋蓋,12,3,1,low,301,81.2,Lockstitch,34.2,0.034,2,6,平車-細針距,B,燙袋蓋表襯
BABY,RTW,BOTTOM,PANTS,WOVEN,PK,口袋,12,1,1,low,301,55.6,Pressing,32.5,0.043,4,7,平車-細針距,B,燙袋口(手折兩道-折一道燙一道)
BOY,RTW,BOTTOM,PANTS,WOVEN,SB,剪接線_下身類,11,3,3,medium,514,29.4,4-thread Overlock,23.8,0.031,5,7,五線拷克,B,合橫向剪接
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,LI,裡布,11,3,2,medium,301,80.0,Marking,40.0,0.047,2,4,手工-含做記號、翻修等工段,E,褲口固雙
BABY,ACTIVE,BOTTOM,PANTS,KNIT,OT,其它,11,8,3,medium,301,40.9,Marking,32.6,0.039,4,9,手工-含做記號、翻修等工段,E,其它
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,PK,口袋,11,1,1,low,301,75.0,Lockstitch,37.5,0.043,2,6,平車-細針距,B,袋布剪接(二片)
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,PK,口袋,11,1,1,low,301,55.6,Lockstitch,25.6,0.051,2,6,平車-細針距,B,固定袋布
BABY,ACTIVE,BOTTOM,SHORTS,WOVEN,LO,褲口,11,5,1,low,514,46.2,4-thread Overlock,35.8,0.185,5,8,平車-細針距,B,修褲口
MEN,RTW,BOTTOM,PANTS,KNIT,BS,釦鎖,10,10,5,medium,,,Buttonhole,50.0,0.031,0,3,燙工-手燙,C,燙襯
MEN,RTW,BOTTOM,PANTS,WOVEN,PD,褶,10,4,2,medium,301,100.0,Marking,47.1,0.059,1,3,平車-細針距,B,固褶各四個
WOMEN,FLEECE,BOTTOM,PANTS,KNIT,OT,其它,10,8,1,low,301,100.0,Marking,76.9,0.011,1,3,手工-含做記號、翻修等工段,E,鎖占比
MEN,FLEECE,BOTTOM,PANTS,KNIT,LB,商標,10,5,2,medium,301,100.0,Marking,51.3,0.023,1,2,平車-細針距,C,做記號
MEN,FLEECE,BOTTOM,PANTS,KNIT,LO,褲口,10,5,2,medium,514,66.7,4-thread Overlock,36.4,0.059,2,5,手工-含做記號、翻修等工段,E,修褲口
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,PK,口袋,10,3,1,low,301,54.2,Lockstitch,31.0,0.067,3,6,平車-細針距,B,做袋口記號
BABY,ACTIVE,BOTTOM,SHORTS,WOVEN,LB,商標,10,5,1,low,301,100.0,Marking,36.4,0.028,1,4,燙轉熨標機,E,做記號
BABY,ACTIVE,BOTTOM,SHORTS,WOVEN,LI,裡布,10,5,1,low,401,100.0,Marking,60.0,0.048,1,3,手工-含做記號、翻修等工段,E,做記號
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,LP,帶絆,9,9,3,low,301,100.0,Lockstitch,62.5,0.023,1,2,平車-細針距,C,剪+量
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,BN,貼合,9,3,1,low,301,100.0,Marking,27.3,0.11,1,7,大型熱轉印機(大於或等於30cmX90cm),D,熱轉印
MEN,FLEECE,BOTTOM,PANTS,KNIT,BS,釦鎖,9,5,2,low,,,Marking,62.5,0.055,0,3,手工-含做記號、翻修等工段,E,打洞
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,LB,商標,9,3,2,low,301,100.0,Marking,43.6,0.038,1,5,平車-細針距,C,做記號
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,OT,其它,9,3,1,low,406,50.0,Marking,65.2,0.059,2,5,手工-含做記號、翻修等工段,E,鎖占比
WOMEN,RTW,BOTTOM,PANTS,KNIT,LP,帶絆,8,8,3,low,301,93.3,Marking,39.0,0.058,2,4,手工-含做記號、翻修等工段,E,剪+量
WOMEN,RTW,BOTTOM,PANTS,KNIT,BP,襬叉,8,5,3,low,301,51.9,Lockstitch,31.1,0.103,2,5,平車-細針距,B,拷叉縫份(兩邊)
MEN,ACTIVE,BOTTOM,PANTS,WOVEN,DP,裝飾片,8,8,3,low,301,66.7,Lockstitch,43.2,0.126,3,5,平車-細針距,E,做記號
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,WB,腰頭,8,2,1,low,301,71.4,Lockstitch,41.7,0.054,3,5,手工-含做記號、翻修等工段,E,剪+量鬆緊帶_1條
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,LO,褲口,8,2,1,low,514,34.0,4-thread Overlock,20.0,0.09,6,10,手工-含做記號、翻修等工段,B,固定內長縫份
WOMEN,FLEECE,BOTTOM,PANTS,KNIT,BS,釦鎖,8,8,1,low,,,Buttonhole,41.2,0.035,0,4,燙工-手燙,D,燙襯
WOMEN,FLEECE,BOTTOM,PANTS,KNIT,DC,繩類,8,8,1,low,301,100.0,Marking,42.4,0.117,1,4,手工-含做記號、翻修等工段,B,穿圓型腰繩(隧道寬>繩子寬)
GIRL,RTW,BOTTOM,PANTS,WOVEN,LI,裡布,8,2,1,low,301,85.7,Lockstitch,50.0,0.035,2,4,平車-粗針距,C,腰頭固雙
BOY,RTW,BOTTOM,PANTS,WOVEN,BS,釦鎖,8,6,4,low,,,Pressing,41.2,0.03,0,4,燙工-手燙,C,燙襯
MEN,RTW,BOTTOM,PANTS,KNIT,LI,裡布,8,4,2,low,301,100.0,Lockstitch,55.6,0.047,1,3,平車-粗針距,C,裁片四周固定
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,PD,褶,8,6,2,low,301,100.0,Pressing,40.0,0.052,1,3,平車-細針距,B,燙褶
BOY,RTW,BOTTOM,PANTS,WOVEN,DC,繩類,8,5,3,low,301,100.0,Bartack,40.6,0.046,1,3,平車-細針距,C,繩固定大身
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,BM,下襬,8,8,3,low,406,42.1,Coverstitch,31.0,0.105,5,6,手工-含做記號、翻修等工段,E,修下襬
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,PS,褲合身,8,1,1,low,514,80.0,4-thread Overlock,50.0,0.026,2,4,四線拷克,B,壓前襠明線
WOMEN,UNKNOWN,BOTTOM,PANTS,WOVEN,PS,褲合身,8,1,1,low,514,53.3,4-thread Overlock,38.1,0.03,3,5,手工-含做記號、翻修等工段,B,修頭尾縫份(兩邊)
WOMEN,RTW,BOTTOM,PANTS,WOVEN,FY,前立,7,7,3,low,301,57.6,Lockstitch,38.8,0.071,4,7,平車-細針距,B,拷前立/前襠縫份(J型)
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,FY,前立,7,5,1,low,514,37.0,4-thread Overlock,27.8,0.047,4,6,平車-細針距,B,壓前立J型
MEN,ACTIVE,BOTTOM,PANTS,KNIT,SA,剪接線_上身類,7,5,3,low,301,46.7,Marking,42.3,0.047,3,4,手工-含做記號、翻修等工段,B,合直向剪接
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,LP,帶絆,7,7,4,low,301,66.7,Marking,46.4,0.05,4,6,手工-含做記號、翻修等工段,E,做大身記號
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,7,4,1,low,514,50.0,4-thread Overlock,35.7,0.027,4,6,五線拷克,B,合橫向剪接
MEN,ACTIVE,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,7,4,2,low,301,53.3,Lockstitch,42.1,0.044,4,5,平車-細針距,B,壓直向剪接明線
BOY,RTW,BOTTOM,PANTS,KNIT,FY,前立,7,6,2,low,301,54.5,Lockstitch,29.3,0.058,3,6,平車-細針距,B,做前襠記號
WOMEN,UNKNOWN,BOTTOM,PANTS,WOVEN,WB,腰頭,7,1,1,low,301,57.9,Lockstitch,31.6,0.043,3,5,手工-含做記號、翻修等工段,E,剪+量鬆緊帶_1條
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,PS,褲合身,7,1,1,low,514,88.9,4-thread Overlock,61.5,0.053,2,4,四線拷克,B,合前襠
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,PK,口袋,7,1,1,low,301,52.4,Lockstitch,23.1,0.044,3,7,平車-細針距,B,做口袋記號
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,BP,襬叉,6,3,2,low,301,46.7,Lockstitch,29.2,0.058,3,5,平車-細針距,B,記號
WOMEN,RTW,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,6,3,1,low,301,62.5,Lockstitch,62.5,0.026,3,3,平車-細針距,B,合直向剪接
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,LB,商標,6,2,1,low,301,100.0,Marking,40.0,0.027,1,4,手工-含做記號、翻修等工段,E,做記號
BOY,RTW,BOTTOM,PANTS,KNIT,DC,繩類,6,5,3,low,301,100.0,Bartack,38.1,0.04,1,3,手工-含做記號、翻修等工段,C,繩固定大身
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,FY,前立,6,6,2,low,514,45.5,4-thread Overlock,29.4,0.057,3,6,平車-細針距,B,壓前立J型
MEN,FLEECE,BOTTOM,PANTS,KNIT,DC,繩類,6,5,2,low,301,100.0,Marking,42.1,0.048,1,3,手工-含做記號、翻修等工段,B,穿圓型腰繩(隧道寬>繩子寬)
BABY,ACTIVE,BOTTOM,PANTS,KNIT,BS,釦鎖,6,6,4,low,,,Buttonhole,54.5,0.03,0,3,燙工-手燙,C,燙襯
BABY,ACTIVE,BOTTOM,PANTS,KNIT,DC,繩類,6,6,4,low,301,100.0,Bartack,52.9,0.057,1,3,手工-含做記號、翻修等工段,C,繩固定大身
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,ZP,拉鍊,6,3,2,low,301,100.0,Pressing,39.3,0.095,1,4,平車-細針距,B,拉鍊燙拔(兩條)
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,BP,襬叉,6,3,2,low,301,100.0,Lockstitch,39.5,0.231,1,4,手工-含做記號、翻修等工段,E,做大身記號
BABY,ACTIVE,BOTTOM,PANTS,KNIT,BP,襬叉,6,2,2,low,301,60.0,Lockstitch,31.6,0.048,4,6,平車-細針距,B,記號
BOY,RTW,BOTTOM,PANTS,WOVEN,PD,褶,6,3,2,low,301,100.0,Marking,33.3,0.029,1,4,手工-含做記號、翻修等工段,B,做記號_一個*2片
WOMEN,RTW,BOTTOM,PANTS,KNIT,FP,袋蓋,6,1,1,low,301,80.0,Lockstitch,50.0,0.046,2,5,平車-細針距,B,燙袋蓋全襯
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,WB,腰頭,6,1,1,low,301,35.3,Marking,31.2,0.059,6,8,手工-含做記號、翻修等工段,B,做記號
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,BM,下襬,6,2,1,low,406,100.0,Pressing,40.0,0.036,1,4,手工-含做記號、翻修等工段,E,壓下襬_兩邊散邊
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,DC,繩類,6,3,1,low,301,100.0,Marking,60.0,0.037,1,2,手工-含做記號、翻修等工段,E,剪+量
GIRL,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,PS,褲合身,6,1,1,low,514,80.0,4-thread Overlock,66.7,0.027,2,3,四線拷克,B,合前襠
BABY,RTW,BOTTOM,PANTS,WOVEN,QT,行縫(固定棉),6,1,1,low,301,100.0,Lockstitch,66.7,0.125,1,3,平車-粗針距,C,裁片四周固定
BABY,RTW,BOTTOM,PANTS,WOVEN,PS,褲合身,6,1,1,low,301,100.0,Pressing,66.7,0.084,1,2,平車-細針距,B,合前後襠
BOY,FLEECE,BOTTOM,PANTS,KNIT,PS,褲合身,6,1,1,low,514,66.7,4-thread Overlock,66.7,0.058,2,2,四線拷克,B,合外長
BABY,FLEECE,BOTTOM,PANTS,KNIT,PS,褲合身,6,1,1,low,514,66.7,4-thread Overlock,66.7,0.041,2,2,四線拷克,B,合外長
MEN,RTW,BOTTOM,PANTS,KNIT,PD,褶,5,3,2,low,301,63.6,Lockstitch,33.3,0.062,2,5,平車-細針距,B,拷褶
GIRL,ACTIVE,BOTTOM,SHORTS,WOVEN,OT,其它,5,5,1,low,607,42.9,Marking,41.7,0.018,4,5,手工-含做記號、翻修等工段,E,其它
BOY,RTW,BOTTOM,PANTS,KNIT,BS,釦鎖,5,5,3,low,,,Buttonhole,47.4,0.033,0,4,燙工-手燙,C,燙襯
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,BM,下襬,5,5,1,low,514,69.2,4-thread Overlock,56.2,0.084,3,4,手工-含做記號、翻修等工段,B,荷葉邊密拷
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,SS,脅邊,5,5,1,low,301,57.1,Marking,36.8,0.04,2,4,手工-含做記號、翻修等工段,E,修頭尾縫份(四邊)
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,LP,帶絆,5,3,1,low,301,100.0,Marking,58.3,0.021,1,2,手工-含做記號、翻修等工段,E,穿拉耳
WOMEN,RTW,BOTTOM,PANTS,KNIT,LI,裡布,5,4,2,low,301,75.0,Lockstitch,37.5,0.057,2,4,平車-粗針距,C,裁片四周固定
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,PS,褲合身,5,1,1,low,514,100.0,4-thread Overlock,80.0,0.038,1,2,四線拷克,B,合前襠
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,BP,襬叉,5,2,1,low,514,46.2,4-thread Overlock,30.0,0.055,3,6,平車-細針距,B,記號
